"model_name","variable_name","decomp_group","Date","value","value_tails"
"multiples_pna_glass_500ml_1pack","actuals","actuals",2021-08-29,78584.5,78584.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2021-08-08,78211,78211
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-06-19,70592.5,70592.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2021-08-01,81389,81389
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-01-02,32496.5,32496.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-05-22,66106.5,66106.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-06-26,53687,53687
"multiples_pna_glass_500ml_1pack","actuals","actuals",2021-12-26,40091.5,40091.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2021-11-28,37064,37064
"multiples_pna_glass_500ml_1pack","actuals","actuals",2021-09-05,84709,84709
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-05-29,71210.5,71210.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-07-03,53790.5,53790.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2021-10-03,55563.5,55563.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2021-08-15,74380,74380
"multiples_pna_glass_500ml_1pack","actuals","actuals",2021-09-12,62179,62179
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-06-05,57656.5,57656.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-07-10,49705.5,49705.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-10-16,57059.5,57059.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2021-08-22,80829,80829
"multiples_pna_glass_500ml_1pack","actuals","actuals",2021-10-24,61944,61944
"multiples_pna_glass_500ml_1pack","actuals","actuals",2021-12-05,47692,47692
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-01-01,30881,30881
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-04-09,47949,47949
"multiples_pna_glass_500ml_1pack","actuals","actuals",2021-09-19,63405.5,63405.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2021-10-31,57271,57271
"multiples_pna_glass_500ml_1pack","actuals","actuals",2021-10-10,61061.5,61061.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-09-04,63037,63037
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-09-25,57700.5,57700.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2021-09-26,60903.5,60903.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-01-09,40607.5,40607.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-02-05,43684.5,43684.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-10-09,56434.5,56434.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2021-12-19,50318.5,50318.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-06-12,79812,79812
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-09-18,61339,61339
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-03-12,47245,47245
"multiples_pna_glass_500ml_1pack","actuals","actuals",2021-07-25,88115.5,88115.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2021-11-07,48128.5,48128.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2021-10-17,60100.5,60100.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-07-24,62438,62438
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-01-30,52663,52663
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-10-30,55287,55287
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-07-17,59942,59942
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-10-23,59458,59458
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-04-16,47851.5,47851.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-10-02,56501,56501
"multiples_pna_glass_500ml_1pack","actuals","actuals",2021-12-12,51151,51151
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-01-08,37294.5,37294.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-09-11,62640.5,62640.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-08-28,67754.5,67754.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-05-15,62423.5,62423.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-08-14,66347,66347
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-07-31,63660,63660
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-02-06,54167,54167
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-11-06,54109,54109
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-01-16,47457,47457
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-02-12,48167.5,48167.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-04-24,57442.5,57442.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2021-07-04,75746.5,75746.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-07-16,58881,58881
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-10-22,52760.5,52760.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-03-19,45159,45159
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-03-13,57173,57173
"multiples_pna_glass_500ml_1pack","actuals","actuals",2021-11-14,26679,26679
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-08-21,63625,63625
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-08-07,78515,78515
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-11-20,50198.5,50198.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-05-14,64700.5,64700.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-08-20,60858.5,60858.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-11-26,44174.5,44174.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-04-23,51030,51030
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-04-17,59179,59179
"multiples_pna_glass_500ml_1pack","actuals","actuals",2021-06-27,77650,77650
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-01-15,40315.5,40315.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-03-27,53524.5,53524.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2021-06-06,37357.5,37357.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-06-18,68617,68617
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-09-24,53643,53643
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-02-20,55314,55314
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-02-13,55036,55036
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-11-13,49338,49338
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-01-23,49532.5,49532.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-02-19,48107,48107
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-05-01,64960,64960
"multiples_pna_glass_500ml_1pack","actuals","actuals",2021-07-11,89457,89457
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-07-23,58554.5,58554.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-10-29,51415.5,51415.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-03-26,45156.5,45156.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-03-20,62348.5,62348.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2021-11-21,33404.5,33404.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-12-18,51435.5,51435.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-02-27,54982.5,54982.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-11-27,48320,48320
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-05-21,71730.5,71730.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-08-27,57857.5,57857.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-12-03,45707,45707
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-04-30,55049,55049
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-08-06,60383,60383
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-11-12,47149,47149
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-01-22,43013,43013
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-04-03,54798.5,54798.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2021-06-13,59528.5,59528.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-06-25,63105,63105
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-10-01,53837.5,53837.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-12-11,39547.5,39547.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-06-04,69677.5,69677.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-09-10,58625.5,58625.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-12-17,56560.5,56560.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-02-26,46911,46911
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-05-08,67877.5,67877.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2021-07-18,112482,112482
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-07-30,54440,54440
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-11-05,49291,49291
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-04-02,53496,53496
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-07-09,56798,56798
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-10-15,50709.5,50709.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-12-25,31406,31406
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-03-06,54396.5,54396.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-12-04,45868.5,45868.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-05-28,71552,71552
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-09-03,75092,75092
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-12-10,47526,47526
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-05-07,58141,58141
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-08-13,59756.5,59756.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-11-19,46140,46140
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-01-29,44182.5,44182.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2022-04-10,67206,67206
"multiples_pna_glass_500ml_1pack","actuals","actuals",2021-06-20,62838,62838
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-07-02,60212,60212
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-10-08,53128,53128
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-03-05,45311,45311
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-06-11,77941.5,77941.5
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-09-17,53029,53029
"multiples_pna_glass_500ml_1pack","actuals","actuals",2023-12-24,35047,35047
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2022-11-13,8741.16489272937,8741.16489272937
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2022-05-01,6760.25342423315,6760.25342423315
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2022-05-08,7284.30407727448,7284.30407727448
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2022-11-20,8929.82312782425,8929.82312782425
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2022-03-27,6236.20277119181,6236.20277119181
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2022-04-03,5292.91159571743,5292.91159571743
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2022-10-30,10208.5067212451,10208.5067212451
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2022-11-27,8300.96234417466,8300.96234417466
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2021-12-26,5533.97489611644,5533.97489611644
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2022-07-31,6414.37999322588,6414.37999322588
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2022-06-12,8615.39273599945,8615.39273599945
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2022-07-17,7672.10156052506,7672.10156052506
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2022-07-03,8615.39273599945,8615.39273599945
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2022-01-02,3521.62038843774,3521.62038843774
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2022-08-28,6980.35469851051,6980.35469851051
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2022-02-27,7158.53192054456,7158.53192054456
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2022-12-04,8437.2155139654,8437.2155139654
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2022-07-10,8196.15221356639,8196.15221356639
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2022-04-10,5324.35463489991,5324.35463489991
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2022-05-15,7808.3547303158,7808.3547303158
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2022-11-06,9370.02567637897,9370.02567637897
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2022-06-05,8196.15221356639,8196.15221356639
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2023-09-03,9841.67126411616,9841.67126411616
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2021-09-19,4905.11411246684,4905.11411246684
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2022-06-19,8825.01299721598,8825.01299721598
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2022-12-11,8667.79780130359,8667.79780130359
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2022-01-09,3112.8608790655,3112.8608790655
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2023-09-10,8825.01299721598,8825.01299721598
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2022-09-04,7504.40535155183,7504.40535155183
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2022-07-24,7357.67116870026,7357.67116870026
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2021-12-19,4685.01283818948,4685.01283818948
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2022-03-20,5292.91159571743,5292.91159571743
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2022-04-17,5418.68375244734,5418.68375244734
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2022-10-09,10554.3801522524,10554.3801522524
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2023-01-15,8091.34208295812,8091.34208295812
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2022-02-13,5041.36728225759,5041.36728225759
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2022-01-23,4370.58244636469,4370.58244636469
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2022-05-22,8227.59525274886,8227.59525274886
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2021-10-17,7043.24077687546,7043.24077687546
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2022-01-16,3322.48114028203,3322.48114028203
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2022-08-07,5890.32934018454,5890.32934018454
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2021-09-26,4213.36725045229,4213.36725045229
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2023-01-29,7252.86103809199,7252.86103809199
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2023-05-07,8552.50665763449,8552.50665763449
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2023-04-23,10124.6586167585,10124.6586167585
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2022-03-06,5921.77237936702,5921.77237936702
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2022-06-26,9244.25351964904,9244.25351964904
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2021-11-21,7776.91169113333,7776.91169113333
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2022-02-20,6634.48126750322,6634.48126750322
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2022-01-30,5030.88626919677,5030.88626919677
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2022-09-11,8238.07626580969,8238.07626580969
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2022-12-18,8458.17754008705,8458.17754008705
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2023-02-19,7378.63319482192,7378.63319482192
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2023-09-17,9034.63325843252,9034.63325843252
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2022-04-24,6550.63316301662,6550.63316301662
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2023-05-21,7776.91169113333,7776.91169113333
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2023-01-22,8080.8610698973,8080.8610698973
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2023-04-30,9862.63329023781,9862.63329023781
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2022-03-13,6341.01290180008,6341.01290180008
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2022-10-16,10103.6965906368,10103.6965906368
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2023-04-09,9087.03832373665,9087.03832373665
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2023-03-26,8238.07626580969,8238.07626580969
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2022-02-06,4842.22803410188,4842.22803410188
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2022-05-29,8122.7851221406,8122.7851221406
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2021-10-24,8238.07626580969,8238.07626580969
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2023-02-26,6728.81038505067,6728.81038505067
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2022-08-14,5481.5698308123,5481.5698308123
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2021-10-03,4422.98751166882,4422.98751166882
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2023-02-05,7263.34205115282,7263.34205115282
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2023-05-14,8196.15221356639,8196.15221356639
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2023-08-20,9956.96240778526,9956.96240778526
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2022-10-23,10522.9371130699,10522.9371130699
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2023-07-30,8342.88639641796,8342.88639641796
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2021-11-28,7462.48129930853,7462.48129930853
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2023-04-02,8793.56995803351,8793.56995803351
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2022-09-18,9495.79783310888,9495.79783310888
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2021-11-07,6875.54456790224,6875.54456790224
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2022-12-25,8814.53198415516,8814.53198415516
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2023-06-18,6707.84835892901,6707.84835892901
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2023-09-24,8961.26616700673,8961.26616700673
"multiples_pna_glass_500ml_1pack","bt_peroni_consideration_7ma","brand_metric",2023-05-28,6906.98760708472,6906.98760708472
