"model_name","variable_name","decomp_group","Date","value"
"multiples_pna_glass_330ml_12pack","m_ooh_peroni_total_sp_adstock30","ooh_peroni",2021-03-14,0
"multiples_pna_glass_330ml_12pack","m_spotify_peroni_im","spotify_peroni",2021-03-14,0
"multiples_pna_glass_330ml_12pack","m_tv_peroni_total_tvr_adstock60","tv_peroni",2021-03-14,0
"multiples_pna_glass_330ml_12pack","m_yt_peroni_im","youtube_peroni",2021-03-14,0
"multiples_pna_glass_330ml_12pack","mod_bp_multiples_pna_glass_330ml_12pack","price",2021-03-14,0
"multiples_pna_glass_330ml_12pack","mod_discount_multiples_pna_glass_330ml_12pack","promo",2021-03-14,135665.567385009
"multiples_pna_glass_330ml_12pack","mod_featdisp_multiples_pna_glass_330ml_12pack","feature_display",2021-03-14,21179.7023487029
"multiples_pna_glass_330ml_12pack","s_christmas","seasonality",2021-03-14,0
"multiples_pna_glass_330ml_12pack","s_good_friday","seasonality",2021-03-14,0
"multiples_pna_glass_330ml_12pack","s_spring_bank_holiday","seasonality",2021-03-14,0
"multiples_pna_glass_330ml_12pack","sub_base","sub_base",2021-03-14,-1010979.26213201
"multiples_pna_glass_330ml_12pack","w_deviation_rainfall","weather",2021-03-14,3530.39518899581
"multiples_pna_glass_330ml_12pack","bt_peroni_difference_ind","brand_metric",2021-03-21,33949.7225417871
"multiples_pna_glass_330ml_12pack","c_discount_multiples_stella_artois_btl_284_ml_12_pack","comp_promo",2021-03-21,-24353.6914717116
"multiples_pna_glass_330ml_12pack","dummy_20210627","unexplained",2021-03-21,0
"multiples_pna_glass_330ml_12pack","dummy_20230402","unexplained",2021-03-21,0
"multiples_pna_glass_330ml_12pack","e_cci","economy",2021-03-21,79434.3222761463
"multiples_pna_glass_330ml_12pack","e_unemployment","economy",2021-03-21,-161074.013009902
"multiples_pna_glass_330ml_12pack","events_peroni_rugby_world_cup_23","events",2021-03-21,0
"multiples_pna_glass_330ml_12pack","events_peroni_uefa_21","events",2021-03-21,0
"multiples_pna_glass_330ml_12pack","events_rugby_wc_final","events",2021-03-21,0
"multiples_pna_glass_330ml_12pack","gt_peroni","google_trend",2021-03-21,92963.8947836062
"multiples_pna_glass_330ml_12pack","intercept","sub_base",2021-03-21,1073729.52196985
"multiples_pna_glass_330ml_12pack","m_ooh_peroni_total_sp_adstock30","ooh_peroni",2021-03-21,0
"multiples_pna_glass_330ml_12pack","m_spotify_peroni_im","spotify_peroni",2021-03-21,0
"multiples_pna_glass_330ml_12pack","m_tv_peroni_total_tvr_adstock60","tv_peroni",2021-03-21,0
"multiples_pna_glass_330ml_12pack","m_yt_peroni_im","youtube_peroni",2021-03-21,0
"multiples_pna_glass_330ml_12pack","mod_bp_multiples_pna_glass_330ml_12pack","price",2021-03-21,0
"multiples_pna_glass_330ml_12pack","mod_discount_multiples_pna_glass_330ml_12pack","promo",2021-03-21,142311.262595927
